Final Material,Author,Title,Year,Cited References (#),Times Cited (#),Formation Method,Anna's Notes,Si Precursor,Si Precursor Concentration (M),Additional Si Co-Precursor(s),Si Co-Precursor Concentration (M),Hybrid Aerogel Co-Precursor,Co-Precursor Concentration (M),Dopant,Dopant Concentration (M),Solvent 1,Solvent 1 Concentration (M),Solvent 2,Solvent 2 Concentration (M),Additional Solvents,Additional Solvents Concentrations (M),Acid Catalyst,Acid Catalyst Initial Concentration (M),Acid Catalyst concentration in Sol(M),Base Catalyst,Base Catalyst Initial Concentration(M),Base Catalyst concentration in Sol (M),Hydrolysis Time (hr),Modifier,Modifier Concentration (M),Modifier Solvent,Modifier Solvent (M),Surfactant,Surfactant Concentration (M),Sol 1,Sol 1 Stir rate (rpm),Sol 1 Stir Time (min),Sol 1 Standing time (hr),Sol 1 Temp (°C),pH Sol 1,Sol 2,Sol 2 Stir rate (rpm),Sol 2 Stir Time (min),Sol 2 Standing time (hr),Sol 2 Temp (°C),pH Sol 2,Sol Notes,Gelation Agent,Gelation Agent (M),pH final sol,Gelation Temp (°C),Gelation Pressure (MPa),Gelation Time (mins),Aging Conditions,Aging Temp (°C),Aging Time (hrs),Aging Conditions 2,Aging Temp 2 (°C),Aging Time 2 (hrs),Wash Solvent 1,Wash Times 1 (#),Wash Duration 1 (days),Wash Temp 1 (°C),Wash Solvent 2,Wash Times 2 (#),Wash Duration 2 (days),Wash Temp 2 (°C),Wash Solvent 3,Wash Times 3 (#),Wash Duration 3 (days),Wash Temp 3 (°C),Wash Solvent 4,Wash Times 4 (#),Wash Duration 4 (days),Wash Temp 4 (°C),Gelation/Washing Notes,Drying Method,Drying Solvent,Drying Temp 1 (°C),Drying Pressure 1 (MPa),Drying Time 1 (hrs),Drying Atmosphere 1,Drying Temp 2 (°C),Drying Pressure 2 (MPa),Drying Time 2 (hrs),Drying Atmosphere 2,Drying Temp 3 (°C),Drying Time 3 (hrs),Drying Pressure 3 (MPa),Drying Temp 4 (°C),Drying Time 4 (hrs),Drying Pressure 4 (MPa),Drying Temp 5 (°C),Drying Time 5 (hrs),Drying Pressure 5 (MPa),Drying Notes,Sintering Temp (°C),Sintering Time (min),Ramp Rate (°C/min),Sintering Atmosphere,Sintering Notes,SEM?,SEM Instrument,Why SEM?,SEM Column,Acceleration Voltage (kV),Emission Current (mA),TEM?,TEM Instrument,Why TEM?,AFM?,AFM Instrument,Why AFM?,AFM Sample PREP,N2 Adsorption-Desorption Isotherms?,N2 A-D Instrument,Why N2 A-D?,Analysis (°C),Analysis Pressure (psi),Degas (°C),Degas Time (min),Degas Gas,BET/BJH?,Why BET/BJH?,XPS?,XPS Instrument,XPS info,Why XPS?,XRD?,XRD Instrument,Radiation,Why XRD?,XRD 2θ Range (°),XRD Increment (°/step),XRD Rate (°/min),XRD Wavelength (Å),kV,mA,FT-IR?,FT-IR Instrument,Why FTIR?,Range (cm-1),Resolution                 (cm-1),Scans (#),TGA?,TGA Instrument,Why TGA?,TGA Temperature (°C),TGA Atmosphere,TGA Ramp Rate (°C/min),Density?,Density Instrument,Medium,Hardness/Compressive Strength?,Hardness Instrument,Load (N),Dwell Time (s),Electrical Conductivty?,Electrical Conductivity Instrument,Why Electrical Conductivity?,Small Angle Neutron Scattering (SANS)?,SANS Instrument,Why SANS?,SANS Wavelength (nm),SANS sample-to-detector distance (m),SANS Detector,Small-Angle X-ray Scattering (SAXS)?,SAXS Instrument,Why SAXS?,SAXS Voltage (kV),SAXS Power (W),Thermal Conductivity,Thermal Conductivity Instrument,TC Sinter Temp (°C),TC Sinter Time (hr),ICP?,ICP Instrument,Why ICP?,DLS,DLS Instrument,Why DLS?,Contact Angle,Raman,Raman Instrument,Why Raman?,Laser,Spectral Resolution (cm-1),Spectra Recorded Between (cm-1),Porosity,Porosity (%),Pore Volume (cm3/g),Average Pore Diameter (nm),Surface Area (m2/g),Bulk Density (g/cm3),Young Modulus (MPa),Thermal Conductivity (W/mK),Crystalline Phase,Nanoparticle Size (nm),Notes,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Index
(Ti/Si)0.5 aerogel,Vinayak Parale et al.,Hydrophobic TiO2–SiO2 composite aerogels synthesized via in situ epoxy-ring opening polymerization and sol-gel process for enhanced degradation activity,2020.0,53.0,17.0,Sol-gel,,MTMS,,"GPTMS, APTES",,TBO,,,,MeOH,,,,,,Oxalic Acid,0.01,,,,,,,,,,,,"TBO, MTMS, GPTMS, APTES, MeOH",400,1440,,Ambient,,Oxalic Acid,,,,,,,,,,,,<30,MeOH,50,48,,,,,,,,,,,,,,,,,,,,"During the aging process, methanol was refreshed every 12 hours",Supercritical Drying,Nitrogen Atmosphere,265,12.159,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,Yes,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,,,,,,Mesoporous,,0.98,17.4,227,,,,,,,,,,,,,,,133
(Ti/Si)0.7 aerogel,Vinayak Parale et al.,Hydrophobic TiO2–SiO2 composite aerogels synthesized via in situ epoxy-ring opening polymerization and sol-gel process for enhanced degradation activity,2020.0,53.0,17.0,Sol-gel,,MTMS,,"GPTMS, APTES",,TBO,,,,MeOH,,,,,,Oxalic Acid,0.01,,,,,,,,,,,,"TBO, MTMS, GPTMS, APTES, MeOH",400,1440,,Ambient,,Oxalic Acid,,,,,,,,,,,,<30,MeOH,50,48,,,,,,,,,,,,,,,,,,,,"During the aging process, methanol was refreshed every 12 hours",Supercritical Drying,Nitrogen Atmosphere,265,12.159,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,Yes,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,,,,,,Mesoporous,,1.01,16.85,252,,,,,,,,,,,,,,,134
(Ti/Si)1.0 aerogel,Vinayak Parale et al.,Hydrophobic TiO2–SiO2 composite aerogels synthesized via in situ epoxy-ring opening polymerization and sol-gel process for enhanced degradation activity,2020.0,53.0,17.0,Sol-gel,,MTMS,,"GPTMS, APTES",,TBO,,,,MeOH,,,,,,Oxalic Acid,0.01,,,,,,,,,,,,"TBO, MTMS, GPTMS, APTES, MeOH",400,1440,,Ambient,,Oxalic Acid,,,,,,,,,,,,<30,MeOH,50,48,,,,,,,,,,,,,,,,,,,,"During the aging process, methanol was refreshed every 12 hours",Supercritical Drying,Nitrogen Atmosphere,265,12.159,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,Yes,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,,,,,,Mesoporous,,0.66,14.1,188,,,,,,,,,,,,,,,135
BN/SiOC hybrid aerogel 0% BN (vol.),Haixia Yang et al.,New BN/SiOC aerogel composites fabricated by the sol-gel method with excellent thermal insulation performance at high temperature,2020.0,33.0,1.0,Sol-gel,,TEOS,,VTES,,BN,,,,EtOH,,H2O,,DMF,,HCl,,,NH4OH,,,,,,,,,,"TEOS, VTES, EtOH, H2O, HCl",,30,,,,"DMF, NH4OH",,30,,,,the 30 minutes of stirring was between addition of dmf and nh4oh and the addition of bn powders,,,,,,<720,"TEOS, EtOH",50,24,,,,"Isopropanol, N-hexane",1,1,60,"TMCS, N-hexane",1,1,60,N-hexane,1,3,60,,,,,,Supercritical Drying,Nitrogen Atmosphere,900,,2,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,No,No,,,,,,Mesoporous,,1.12,10.5,566,0.36,,0.04,,,,,,,,,,,,136
BN/SiOC hybrid aerogel 1% BN (vol.),Haixia Yang et al.,New BN/SiOC aerogel composites fabricated by the sol-gel method with excellent thermal insulation performance at high temperature,2020.0,33.0,1.0,Sol-gel,,TEOS,,VTES,,BN,,,,EtOH,,H2O,,DMF,,HCl,,,NH4OH,,,,,,,,,,"TEOS, VTES, EtOH, H2O, HCl",,30,,,,"DMF, NH4OH, BN",,30,,,,the 30 minutes of stirring was between addition of dmf and nh4oh and the addition of bn powders,,,,,,<720,"TEOS, EtOH",50,24,,,,"Isopropanol, N-hexane",1,1,60,"TMCS, N-hexane",1,1,60,N-hexane,1,3,60,,,,,,Supercritical Drying,Nitrogen Atmosphere,900,,2,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,No,No,,,,,,Mesoporous,,0.97,16.2,511,0.52,,0.06,,,,,,,,,,,,137
BN/SiOC hybrid aerogel 5% BN (vol.),Haixia Yang et al.,New BN/SiOC aerogel composites fabricated by the sol-gel method with excellent thermal insulation performance at high temperature,2020.0,33.0,1.0,Sol-gel,,TEOS,,VTES,,BN,,,,EtOH,,H2O,,DMF,,HCl,,,NH4OH,,,,,,,,,,"TEOS, VTES, EtOH, H2O, HCl",,30,,,,"DMF, NH4OH, BN",,30,,,,,,,,,,<720,"TEOS, EtOH",50,24,,,,"Isopropanol, N-hexane",1,1,60,"TMCS, N-hexane",1,1,60,N-hexane,1,3,60,,,,,,Supercritical Drying,Nitrogen Atmosphere,900,,2,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,No,No,,,,,,Mesoporous,,0.72,18.3,326,0.63,,,,,,,,,,,,,,138
BN/SiOC hybrid aerogel 10% BN (vol.),Haixia Yang et al.,New BN/SiOC aerogel composites fabricated by the sol-gel method with excellent thermal insulation performance at high temperature,2020.0,33.0,1.0,Sol-gel,,TEOS,,VTES,,BN,,,,EtOH,,H2O,,DMF,,HCl,,,NH4OH,,,,,,,,,,"TEOS, VTES, EtOH, H2O, HCl",,30,,,,"DMF, NH4OH, BN",,30,,,,,,,,,,<720,"TEOS, EtOH",50,24,,,,"Isopropanol, N-hexane",1,1,60,"TMCS, N-hexane",1,1,60,N-hexane,1,3,60,,,,,,Supercritical Drying,Nitrogen Atmosphere,900,,2,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,No,No,,,,,,Mesoporous,,0.65,16.6,244,0.76,,,,,,,,,,,,,,139
BN/SiOC hybrid aerogel 15% BN (vol.),Haixia Yang et al.,New BN/SiOC aerogel composites fabricated by the sol-gel method with excellent thermal insulation performance at high temperature,2020.0,33.0,1.0,Sol-gel,,TEOS,,VTES,,BN,,,,EtOH,,H2O,,DMF,,HCl,,,NH4OH,,,,,,,,,,"TEOS, VTES, EtOH, H2O, HCl",,30,,,,"DMF, NH4OH, BN",,30,,,,,,,,,,<720,"TEOS, EtOH",50,24,,,,"Isopropanol, N-hexane",1,1,60,"TMCS, N-hexane",1,1,60,N-hexane,1,3,60,,,,,,Supercritical Drying,Nitrogen Atmosphere,900,,2,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,No,No,,,,,,Mesoporous,,0.53,,142,0.89,,0.2,,,,,,,,,,,,140
BN/SiOC hybrid aerogel 10% BN (vol.)-dried 1000,Haixia Yang et al.,New BN/SiOC aerogel composites fabricated by the sol-gel method with excellent thermal insulation performance at high temperature,2020.0,33.0,1.0,Sol-gel,,TEOS,,VTES,,BN,,,,EtOH,,H2O,,DMF,,HCl,,,NH4OH,,,,,,,,,,"TEOS, VTES, EtOH, H2O, HCl",,30,,,,"DMF, NH4OH, BN",,30,,,,,,,,,,<720,"TEOS, EtOH",50,24,,,,"Isopropanol, N-hexane",1,1,60,"TMCS, N-hexane",1,1,60,N-hexane,1,3,60,,,,,,Supercritical Drying,Nitrogen Atmosphere,1000,,2,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,No,,,,,,No,,,,,,No,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,No,No,,,,,,Mesoporous,,0.52,17.8,117,,,,,,,,,,,,,,,141
BN/SiOC hybrid aerogel 10% BN (vol.)-dried 1100,Haixia Yang et al.,New BN/SiOC aerogel composites fabricated by the sol-gel method with excellent thermal insulation performance at high temperature,2020.0,33.0,1.0,Sol-gel,,TEOS,,VTES,,BN,,,,EtOH,,H2O,,DMF,,HCl,,,NH4OH,,,,,,,,,,"TEOS, VTES, EtOH, H2O, HCl",,30,,,,"DMF, NH4OH, BN",,30,,,,,,,,,,<720,"TEOS, EtOH",50,24,,,,"Isopropanol, N-hexane",1,1,60,"TMCS, N-hexane",1,1,60,N-hexane,1,3,60,,,,,,Supercritical Drying,Nitrogen Atmosphere,1100,,2,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,No,,,,,,No,,,,,,No,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,No,No,,,,,,Mesoporous,,0.36,18.5,75,,,,,,,,,,,,,,,142
BN/SiOC hybrid aerogel 10% BN (vol.)-dried 1200,Haixia Yang et al.,New BN/SiOC aerogel composites fabricated by the sol-gel method with excellent thermal insulation performance at high temperature,2020.0,33.0,1.0,Sol-gel,,TEOS,,VTES,,BN,,,,EtOH,,H2O,,DMF,,HCl,,,NH4OH,,,,,,,,,,"TEOS, VTES, EtOH, H2O, HCl",,30,,,,"DMF, NH4OH, BN",,30,,,,,,,,,,<720,"TEOS, EtOH",50,24,,,,"Isopropanol, N-hexane",1,1,60,"TMCS, N-hexane",1,1,60,N-hexane,1,3,60,,,,,,Supercritical Drying,Nitrogen Atmosphere,1200,,2,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,No,,,,,,No,,,,,,No,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,No,No,,,,,,Mesoporous,,0.3,18.6,42,,,,,,,,,,,,,,,143
BN/SiOC hybrid aerogel 10% BN (vol.)-dried 1300,Haixia Yang et al.,New BN/SiOC aerogel composites fabricated by the sol-gel method with excellent thermal insulation performance at high temperature,2020.0,33.0,1.0,Sol-gel,,TEOS,,VTES,,BN,,,,EtOH,,H2O,,DMF,,HCl,,,NH4OH,,,,,,,,,,"TEOS, VTES, EtOH, H2O, HCl",,30,,,,"DMF, NH4OH, BN",,30,,,,,,,,,,<720,"TEOS, EtOH",50,24,,,,"Isopropanol, N-hexane",1,1,60,"TMCS, N-hexane",1,1,60,N-hexane,1,3,60,,,,,,Supercritical Drying,Nitrogen Atmosphere,1300,,2,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,No,,,,,,No,,,,,,No,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,No,No,,,,,,Mesoporous,,0.26,19.3,27,,,,,,,,,,,,,,,144
i0- Isopropanol (0mL),Shanyu Zhao et al.,Phase transfer agents facilitate the production of superinsulating silica aerogel powders by simultaneous hydrophobization and solvent- and ion-exchange,2020.0,57.0,2.0,"Hydrophobization, Solvent/Ion Exchange",,Water Glass,,,,,,,,N-heptane,,HMDZ,,,,,,,,,,,,,,,,,"Water Glass, H2O, N-heptane, HMDZ, HNO3","400, 800",30,,65,,,,,,,,400-800 rpm,HNO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isopropanol was added 30 minutes after the gelation agent,Ambient Pressure Drying,,150,Ambient,1,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,,1.7,11.7,483,0.174,,,Powder,,,,,,,,,,,145
i1- Isopropanol (1mL),Shanyu Zhao et al.,Phase transfer agents facilitate the production of superinsulating silica aerogel powders by simultaneous hydrophobization and solvent- and ion-exchange,2020.0,57.0,2.0,"Hydrophobization, Solvent/Ion Exchange",,Water Glass,,,,,,,,N-heptane,,HMDZ,,,,,,,,,,,Isopropanol,,,,,,"Water Glass, H2O, N-heptane, HMDZ, HNO3","400, 800",30,,65,,Isopropanol,,,,,,,HNO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isopropanol was added 30 minutes after the gelation agent,Ambient Pressure Drying,,150,Ambient,1,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,,2.9,14.9,633,0.133,,,Powder,,,,,,,,,,,146
i3- Isopropanol (3mL),Shanyu Zhao et al.,Phase transfer agents facilitate the production of superinsulating silica aerogel powders by simultaneous hydrophobization and solvent- and ion-exchange,2020.0,57.0,2.0,"Hydrophobization, Solvent/Ion Exchange",,Water Glass,,,,,,,,N-heptane,,HMDZ,,,,,,,,,,,Isopropanol,,,,,,"Water Glass, H2O, N-heptane, HMDZ, HNO3","400, 800",30,,65,,Isopropanol,,,,,,,HNO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isopropanol was added 30 minutes after the gelation agent,Ambient Pressure Drying,,150,Ambient,1,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,,3.1,15,671,0.108,,,Powder,,,,,,,,,,,147
i7.5- Isopropanol (7.5mL),Shanyu Zhao et al.,Phase transfer agents facilitate the production of superinsulating silica aerogel powders by simultaneous hydrophobization and solvent- and ion-exchange,2020.0,57.0,2.0,"Hydrophobization, Solvent/Ion Exchange",,Water Glass,,,,,,,,N-heptane,,HMDZ,,,,,,,,,,,Isopropanol,,,,,,"Water Glass, H2O, N-heptane, HMDZ, HNO3","400, 800",30,,65,,Isopropanol,,,,,,,HNO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isopropanol was added 30 minutes after the gelation agent,Ambient Pressure Drying,,150,Ambient,1,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,,3.1,15.7,690,0.111,,,Powder,,,,,,,,,,,148
i15- Isopropanol (15mL),Shanyu Zhao et al.,Phase transfer agents facilitate the production of superinsulating silica aerogel powders by simultaneous hydrophobization and solvent- and ion-exchange,2020.0,57.0,2.0,"Hydrophobization, Solvent/Ion Exchange",,Water Glass,,,,,,,,N-heptane,,HMDZ,,,,,,,,,,,Isopropanol,,,,,,"Water Glass, H2O, N-heptane, HMDZ, HNO3","400, 800",30,,65,,Isopropanol,,,,,,,HNO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isopropanol was added 30 minutes after the gelation agent,Ambient Pressure Drying,,150,Ambient,1,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,,2.7,12.9,724,0.142,,19.4,Powder,,,,,,,,,,,149
i30- Isopropanol (30mL),Shanyu Zhao et al.,Phase transfer agents facilitate the production of superinsulating silica aerogel powders by simultaneous hydrophobization and solvent- and ion-exchange,2020.0,57.0,2.0,"Hydrophobization, Solvent/Ion Exchange",,Water Glass,,,,,,,,N-heptane,,HMDZ,,,,,,,,,,,Isopropanol,,,,,,"Water Glass, H2O, N-heptane, HMDZ, HNO3","400, 800",30,,65,,Isopropanol,,,,,,,HNO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isopropanol was added 30 minutes after the gelation agent,Ambient Pressure Drying,,150,Ambient,1,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,,2.9,12.8,748,0.144,,,Powder,,,,,,,,,,,150
i60- Isopropanol (60mL),Shanyu Zhao et al.,Phase transfer agents facilitate the production of superinsulating silica aerogel powders by simultaneous hydrophobization and solvent- and ion-exchange,2020.0,57.0,2.0,"Hydrophobization, Solvent/Ion Exchange",,Water Glass,,,,,,,,N-heptane,,HMDZ,,,,,,,,,,,Isopropanol,,,,,,"Water Glass, H2O, N-heptane, HMDZ, HNO3","400, 800",30,,65,,Isopropanol,,,,,,,HNO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isopropanol was added 30 minutes after the gelation agent,Ambient Pressure Drying,,150,Ambient,1,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,,2,7.9,866,0.2,,,Powder,,,,,,,,,,,151
e1- Ethanol (1mL),Shanyu Zhao et al.,Phase transfer agents facilitate the production of superinsulating silica aerogel powders by simultaneous hydrophobization and solvent- and ion-exchange,2020.0,57.0,2.0,"Hydrophobization, Solvent/Ion Exchange",,Water Glass,,,,,,,,N-heptane,,HMDZ,,,,,,,,,,,EtOH,,,,,,"Water Glass, H2O, N-heptane, HMDZ, HNO3","400, 800",30,,65,,EtOH,,,,,,,HNO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethanol was added 30 minutes after the gelation agent,Ambient Pressure Drying,,150,Ambient,1,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,,2.8,14.9,620,0.118,,,Powder,,,,,,,,,,,152
e3- Ethanol (3mL),Shanyu Zhao et al.,Phase transfer agents facilitate the production of superinsulating silica aerogel powders by simultaneous hydrophobization and solvent- and ion-exchange,2020.0,57.0,2.0,"Hydrophobization, Solvent/Ion Exchange",,Water Glass,,,,,,,,N-heptane,,HMDZ,,,,,,,,,,,EtOH,,,,,,"Water Glass, H2O, N-heptane, HMDZ, HNO3","400, 800",30,,65,,EtOH,,,,,,,HNO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethanol was added 30 minutes after the gelation agent,Ambient Pressure Drying,,150,Ambient,1,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,,3.6,15.2,828,0.083,,,Powder,,,,,,,,,,,153
e15- Ethanol (15mL),Shanyu Zhao et al.,Phase transfer agents facilitate the production of superinsulating silica aerogel powders by simultaneous hydrophobization and solvent- and ion-exchange,2020.0,57.0,2.0,"Hydrophobization, Solvent/Ion Exchange",,Water Glass,,,,,,,,N-heptane,,HMDZ,,,,,,,,,,,EtOH,,,,,,"Water Glass, H2O, N-heptane, HMDZ, HNO3","400, 800",30,,65,,EtOH,,,,,,,HNO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethanol was added 30 minutes after the gelation agent,Ambient Pressure Drying,,150,Ambient,1,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,,3.4,16.1,691,0.114,,,Powder,,,,,,,,,,,154
e30- Ethanol (30mL),Shanyu Zhao et al.,Phase transfer agents facilitate the production of superinsulating silica aerogel powders by simultaneous hydrophobization and solvent- and ion-exchange,2020.0,57.0,2.0,"Hydrophobization, Solvent/Ion Exchange",,Water Glass,,,,,,,,N-heptane,,HMDZ,,,,,,,,,,,EtOH,,,,,,"Water Glass, H2O, N-heptane, HMDZ, HNO3","400, 800",30,,65,,EtOH,,,,,,,HNO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethanol was added 30 minutes after the gelation agent,Ambient Pressure Drying,,150,Ambient,1,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,,2.6,10.9,794,0.15,,,Powder,,,,,,,,,,,155
Unmodified Xerogel,Hyeonjung Kim et al.,Eco-Friendly Synthesis of Water-Glass-Based Silica Aerogels via Catechol-Based Modifier,2020.0,38.0,0.0,Sol-gel,,Water Glass,,,,,,,,H2O,,,,,,HCl,,,,,,,,,,,,,"Water Glass, H2O, HCl",,,,Ambient,,,,,,,,,HCl,,,Ambient,Ambient,<60,,Ambient,48,,,,"Isopropanol, N-hexane",,,,N-hexane,3,,,,,,,,,,,,Ambient Pressure Drying,,Ambient,Ambient,12,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,Yes,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,,,0.08,3.23,98,,,,,,,,,,,,,,,156
