Final Material,Authors,Corresponding Author,Title,Year,Cited References (#),Times Cited (#),Formation Method,Anna's Notes,Si Precursor,Si Precursor Concentration (M),Additional Si Co-Precursor(s),Si Co-Precursor Concentration (M),Hybrid Aerogel Co-Precursor,Co-Precursor Concentration (M),Dopant,Dopant Concentration (M),Solvent 1,Solvent 1 Concentration (M),Solvent 2,Solvent 2 Concentration (M),Additional Solvents,Additional Solvents Concentrations (M),Acid Catalyst,Acid Catalyst Initial Concentration (M),Acid Catalyst concentration in Sol(M),Base Catalyst,Base Catalyst Initial Concentration(M),Base Catalyst concentration in Sol (M),Hydrolysis Time (hr),Modifier,Modifier Concentration (M),Modifier Solvent,Modifier Solvent (M),Surfactant,Surfactant Concentration (M),Sol 1,Sol 1 Stir rate (rpm),Sol 1 Stir Time (min),Sol 1 Standing time (hr),Sol 1 Temp (°C),pH Sol 1,Sol 2,Sol 2 Stir rate (rpm),Sol 2 Stir Time (min),Sol 2 Standing time (hr),Sol 2 Temp (°C),pH Sol 2,Sol Notes,Gelation Agent,Gelation Agent (M),pH final sol,Gelation Temp (°C),Gelation Pressure (MPa),Gelation Time (mins),Aging Conditions,Aging Temp (°C),Aging Time (hrs),Aging Conditions 2,Aging Temp 2 (°C),Aging Time 2 (hrs),Wash Solvent 1,Wash Times 1 (#),Wash Duration 1 (days),Wash Temp 1 (°C),Wash Solvent 2,Wash Times 2 (#),Wash Duration 2 (days),Wash Temp 2 (°C),Wash Solvent 3,Wash Times 3 (#),Wash Duration 3 (days),Wash Temp 3 (°C),Wash Solvent 4,Wash Times 4 (#),Wash Duration 4 (days),Wash Temp 4 (°C),Wash Solvent 5,Wash Times 5 (#),Wash Duration 5 (days),Wash Temp 5 (°C),Gelation/Washing Notes,Drying Method,Drying Solvent,Drying Temp 1 (°C),Drying Pressure 1 (MPa),Drying Time 1 (hrs),Drying Atmosphere 1,Drying Temp 2 (°C),Drying Pressure 2 (MPa),Drying Time 2 (hrs),Drying Atmosphere 2,Drying Temp 3 (°C),Drying Time 3 (hrs),Drying Atmosphere 3,Drying Pressure 3 (MPa),Drying Temp 4 (°C),Drying Time 4 (hrs),Drying Pressure 4 (MPa),Drying Temp 5 (°C),Drying Time 5 (hrs),Drying Pressure 5 (MPa),Drying Notes,Sintering Temp (°C),Sintering Time (min),Ramp Rate (°C/min),Sintering Atmosphere,Sintering Notes,SEM?,SEM Instrument,Why SEM?,SEM Column,Acceleration Voltage (kV),Emission Current (mA),TEM?,TEM Instrument,Why TEM?,AFM?,AFM Instrument,Why AFM?,AFM Sample PREP,N2 Adsorption-Desorption Isotherms?,N2 A-D Instrument,Why N2 A-D?,Analysis (°C),Analysis Pressure (psi),Degas (°C),Degas Time (min),Degas Gas,BET/BJH?,Why BET/BJH?,XPS?,XPS Instrument,XPS info,Why XPS?,XRD?,XRD Instrument,Radiation,Why XRD?,XRD 2θ Range (°),XRD Increment (°/step),XRD Rate (°/min),XRD Wavelength (Å),kV,mA,FT-IR?,FT-IR Instrument,Why FTIR?,Range (cm-1),Resolution                 (cm-1),Scans (#),TGA?,TGA Instrument,Why TGA?,TGA Temperature (°C),TGA Atmosphere,TGA Ramp Rate (°C/min),Density?,Density Instrument,Medium,Hardness/Compressive Strength?,Hardness Instrument,Load (N),Dwell Time (s),Electrical Conductivty?,Electrical Conductivity Instrument,Why Electrical Conductivity?,Small Angle Neutron Scattering (SANS)?,SANS Instrument,Why SANS?,SANS Wavelength (nm),SANS sample-to-detector distance (m),SANS Detector,Small-Angle X-ray Scattering (SAXS)?,SAXS Instrument,Why SAXS?,SAXS Voltage (kV),SAXS Power (W),Thermal Conductivity,Thermal Conductivity Instrument,TC Sinter Temp (°C),TC Sinter Time (hr),ICP?,ICP Instrument,Why ICP?,DLS,DLS Instrument,Why DLS?,Contact Angle,Raman,Raman Instrument,Why Raman?,Laser,Spectral Resolution (cm-1),Spectra Recorded Between (cm-1),Porosity,Porosity (%),Pore Volume (cm3/g),Average Pore Diameter (nm),Surface Area (m2/g),Bulk Density (g/cm3),Young Modulus (MPa),Thermal Conductivity (W/mK),Crystalline Phase,Nanoparticle Size (nm),Notes,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Index
E- 0.4 molar ratio TMMS/TEOS,Hongyi Gao et al.,,Ambient pressure dried flexible silica aerogel for construction of monolithic shape-stabilized phase change materials,2019.0,66.0,8.0,Sol-gel,,MTMS,,"TEOS, TMMS",,,,,,Isopropanol,,,,,,HCl,3,,NH4OH,,,,,,,,,,"MTMS, TEOS, Isopropanol, TMMS",,20,,,,HCl,,5,1,50,,"TMMS was added 5 minutes into the stirring in sol 1, 'The stirring took place at ambient temperatures in sol 2, NH4OH was added after the hour of hydrolyzation with HCl",,,,,,,,50,48,,,,,,,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,50,Ambient,12,,80,Ambient,12,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,,,551,0.12,,,,,,,,,,,,,,202
F- 0.5 molar ratio TMMS/TEOS,Hongyi Gao et al.,,Ambient pressure dried flexible silica aerogel for construction of monolithic shape-stabilized phase change materials,2019.0,66.0,8.0,Sol-gel,,MTMS,,"TEOS, TMMS",,,,,,Isopropanol,,,,,,HCl,3,,NH4OH,,,,,,,,,,"MTMS, TEOS, Isopropanol, TMMS",,20,,,,HCl,,5,1,50,,"TMMS was added 5 minutes into the stirring in sol 1, 'The stirring took place at ambient temperatures in sol 2, NH4OH was added after the hour of hydrolyzation with HCl",,,,,,,,50,48,,,,,,,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,50,Ambient,12,,80,Ambient,12,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,,,424,0.116,,,,,,,,,,,,,,203
"HSA-1, 14.1mL EtOH, 29.1% MTMS",Jiayue Zhang et al. ,,Synthesis of hydrophobic silica aerogel and its composite using functional precursor,2019.0,36.0,1.0,Sol-gel,,MTMS,,,,,,,,EtOH,,H2O,,,,Acetic Acid,0.1,,NH4OH,,,,,,,,,,"MTMS, H2O, EtOH, Acetic Acid",,30,,35,,"NH4OH, EtOH",,10,,,,,,,,25,,5,,,,,,,EtOH,1,0.25,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,40,Ambient,6,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,,1.09,,403,0.148,,0.023,,,,,,,,,,,,204
"HSA-2, 28.2 mL EtOH, 23.5% MTMS",Jiayue Zhang et al. ,,Synthesis of hydrophobic silica aerogel and its composite using functional precursor,2019.0,36.0,1.0,Sol-gel,,MTMS,,,,,,,,EtOH,,H2O,,,,Acetic Acid,0.1,,NH4OH,,,,,,,,,,"MTMS, H2O, EtOH, Acetic Acid",,30,,35,,"NH4OH, EtOH",,10,,,,,,,,25,,23,,,,,,,EtOH,1,0.25,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,40,Ambient,6,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,,1.41,,493,0.114,,0.019,,,,,,,,,,,,205
"HSA-3, 42.3 mL EtOH, 19.7% MTMS",Jiayue Zhang et al. ,,Synthesis of hydrophobic silica aerogel and its composite using functional precursor,2019.0,36.0,1.0,Sol-gel,,MTMS,,,,,,,,EtOH,,H2O,,,,Acetic Acid,0.1,,NH4OH,,,,,,,,,,"MTMS, H2O, EtOH, Acetic Acid",,30,,35,,"NH4OH, EtOH",,10,,,,,,,,25,,74,,,,,,,EtOH,1,0.25,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,40,Ambient,6,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,,1.66,,502,0.088,,0.018,,,,,,,,,,,,206
"HSA-4, 56.4 mL EtOH, 17.0% MTMS",Jiayue Zhang et al. ,,Synthesis of hydrophobic silica aerogel and its composite using functional precursor,2019.0,36.0,1.0,Sol-gel,,MTMS,,,,,,,,EtOH,,H2O,,,,Acetic Acid,0.1,,NH4OH,,,,,,,,,,"MTMS, H2O, EtOH, Acetic Acid",,30,,35,,"NH4OH, EtOH",,10,,,,,,,,25,,140,,,,,,,EtOH,1,0.25,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,40,Ambient,6,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,,1.65,,385,0.074,,0.021,,,,,,,,,,,,207
"HSA-5, 70.5 mL EtOH, 14.9% MTMS",Jiayue Zhang et al. ,,Synthesis of hydrophobic silica aerogel and its composite using functional precursor,2019.0,36.0,1.0,Sol-gel,,MTMS,,,,,,,,EtOH,,H2O,,,,Acetic Acid,0.1,,NH4OH,,,,,,,,,,"MTMS, H2O, EtOH, Acetic Acid",,30,,35,,"NH4OH, EtOH",,10,,,,,,,,25,,236,,,,,,,EtOH,1,0.25,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,40,Ambient,6,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,,1.63,,314,0.064,,0.024,,,,,,,,,,,,208
2h Gelation Time-Acetone,Chandana Mandal et al.,,Experimental deconvolution of depressurization from capillary shrinkage during drying of silica wet-gels with SCF CO2 why aerogels shrink?,2019.0,61.0,5.0,Sol-gel,,TMOS,,,,,,,,MeOH,,H2O,,,,,,,NH4OH,,,,,,,,,,"TMOS, MeOH",,,,,,"MeOH, NH4OH, H2O",,,,,,Propylene Molds,,,,Ambient,,10,,Ambient,2,,,,MeOH,2,0.333333333,,Acetone,4,1.333333333,,,,,,,,,,,,,,,Supercritical Drying,CO2,14,,1.333333333,Liquid CO2,40,,2,CO2,,,,,,,,,,,CO2 was vented off for 6 hours,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,Yes,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,91.08,5.2,28.8,722.83,0.175,,,,,,,,,,,,,,209
2h Gelation Time-Toluene,Chandana Mandal et al.,,Experimental deconvolution of depressurization from capillary shrinkage during drying of silica wet-gels with SCF CO2 why aerogels shrink?,2019.0,61.0,5.0,Sol-gel,,TMOS,,,,,,,,MeOH,,H2O,,,,,,,NH4OH,,,,,,,,,,"TMOS, MeOH",,,,,,"MeOH, NH4OH, H2O",,,,,,Propylene Molds,,,,Ambient,,10,,Ambient,2,,,,MeOH,2,0.333333333,,"MeOH, Toluene",1,0.333333333,,Toluene,4,1.333333333,,Toluene,,1,,,,,,The fourth wash was actually soxhlet extraction,Supercritical Drying,CO2,14,,1.333333333,Liquid CO2,40,,2,CO2,,,,,,,,,,,CO2 was vented off for 6 hours,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,Yes,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,90.57,4.95,22.99,860.96,0.183,,,,,,,,,,,,,,210
2h Gelation Time-Xylene,Chandana Mandal et al.,,Experimental deconvolution of depressurization from capillary shrinkage during drying of silica wet-gels with SCF CO2 why aerogels shrink?,2019.0,61.0,5.0,Sol-gel,,TMOS,,,,,,,,MeOH,,H2O,,,,,,,NH4OH,,,,,,,,,,"TMOS, MeOH",,,,,,"MeOH, NH4OH, H2O",,,,,,Propylene Molds,,,,Ambient,,10,,Ambient,2,,,,MeOH,2,0.333333333,,"MeOH, Xylene",1,0.333333333,,Xylene,4,1.333333333,,Xylene,,1,,,,,,The fourth wash was actually soxhlet extraction,Supercritical Drying,CO2,14,,1.333333333,Liquid CO2,40,,2,CO2,,,,,,,,,,,CO2 was vented off for 6 hours,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,Yes,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,90.56,4.98,22.75,874.99,0.182,,,,,,,,,,,,,,211
4h Gelation Time-Acetone,Chandana Mandal et al.,,Experimental deconvolution of depressurization from capillary shrinkage during drying of silica wet-gels with SCF CO2 why aerogels shrink?,2019.0,61.0,5.0,Sol-gel,,TMOS,,,,,,,,MeOH,,H2O,,,,,,,NH4OH,,,,,,,,,,"TMOS, MeOH",,,,,,"MeOH, NH4OH, H2O",,,,,,Propylene Molds,,,,Ambient,,10,,Ambient,4,,,,MeOH,2,0.333333333,,Acetone,4,1.333333333,,,,,,,,,,,,,,,Supercritical Drying,CO2,14,,1.333333333,Liquid CO2,40,,2,CO2,,,,,,,,,,,CO2 was vented off for 6 hours,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,Yes,,,,,No,,,,No,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,212
8h Gelation Time-Acetone,Chandana Mandal et al.,,Experimental deconvolution of depressurization from capillary shrinkage during drying of silica wet-gels with SCF CO2 why aerogels shrink?,2019.0,61.0,5.0,Sol-gel,,TMOS,,,,,,,,MeOH,,H2O,,,,,,,NH4OH,,,,,,,,,,"TMOS, MeOH",,,,,,"MeOH, NH4OH, H2O",,,,,,Propylene Molds,,,,Ambient,,10,,Ambient,8,,,,MeOH,2,0.333333333,,Acetone,4,1.333333333,,,,,,,,,,,,,,,Supercritical Drying,CO2,14,,1.333333333,Liquid CO2,40,,2,CO2,,,,,,,,,,,CO2 was vented off for 6 hours,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,Yes,,,,,No,,,,No,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,213
12H Gelation Time-Acetone,Chandana Mandal et al.,,Experimental deconvolution of depressurization from capillary shrinkage during drying of silica wet-gels with SCF CO2 why aerogels shrink?,2019.0,61.0,5.0,Sol-gel,,TMOS,,,,,,,,MeOH,,H2O,,,,,,,NH4OH,,,,,,,,,,"TMOS, MeOH",,,,,,"MeOH, NH4OH, H2O",,,,,,Propylene Molds,,,,Ambient,,10,,Ambient,12,,,,MeOH,2,0.333333333,,Acetone,4,1.333333333,,,,,,,,,,,,,,,Supercritical Drying,CO2,14,,1.333333333,Liquid CO2,40,,2,CO2,,,,,,,,,,,CO2 was vented off for 6 hours,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,Yes,,,,,No,,,,No,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,214
16h Gelation Time-Acetone,Chandana Mandal et al.,,Experimental deconvolution of depressurization from capillary shrinkage during drying of silica wet-gels with SCF CO2 why aerogels shrink?,2019.0,61.0,5.0,Sol-gel,,TMOS,,,,,,,,MeOH,,H2O,,,,,,,NH4OH,,,,,,,,,,"TMOS, MeOH",,,,,,"MeOH, NH4OH, H2O",,,,,,Propylene Molds,,,,Ambient,,10,,Ambient,16,,,,MeOH,2,0.333333333,,Acetone,4,1.333333333,,,,,,,,,,,,,,,Supercritical Drying,CO2,14,,1.333333333,Liquid CO2,40,,2,CO2,,,,,,,,,,,CO2 was vented off for 6 hours,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,Yes,,,,,No,,,,No,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,215
20h Gelation Time-Acetone,Chandana Mandal et al.,,Experimental deconvolution of depressurization from capillary shrinkage during drying of silica wet-gels with SCF CO2 why aerogels shrink?,2019.0,61.0,5.0,Sol-gel,,TMOS,,,,,,,,MeOH,,H2O,,,,,,,NH4OH,,,,,,,,,,"TMOS, MeOH",,,,,,"MeOH, NH4OH, H2O",,,,,,Propylene Molds,,,,Ambient,,10,,Ambient,20,,,,MeOH,2,0.333333333,,Acetone,4,1.333333333,,,,,,,,,,,,,,,Supercritical Drying,CO2,14,,1.333333333,Liquid CO2,40,,2,CO2,,,,,,,,,,,CO2 was vented off for 6 hours,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,Yes,,,,,No,,,,No,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,216
24h Gelation Time-Acetone,Chandana Mandal et al.,,Experimental deconvolution of depressurization from capillary shrinkage during drying of silica wet-gels with SCF CO2 why aerogels shrink?,2019.0,61.0,5.0,Sol-gel,,TMOS,,,,,,,,MeOH,,H2O,,,,,,,NH4OH,,,,,,,,,,"TMOS, MeOH",,,,,,"MeOH, NH4OH, H2O",,,,,,Propylene Molds,,,,Ambient,,10,,Ambient,24,,,,MeOH,2,0.333333333,,Acetone,4,1.333333333,,,,,,,,,,,,,,The fourth wash was actually soxhlet extraction,Supercritical Drying,CO2,14,,1.333333333,Liquid CO2,40,,2,CO2,,,,,,,,,,,CO2 was vented off for 6 hours,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,Yes,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,90.77,4.85,23.51,825.74,0.187,,,,,,,,,,,,,,217
24h Gelation Time-Toluene,Chandana Mandal et al.,,Experimental deconvolution of depressurization from capillary shrinkage during drying of silica wet-gels with SCF CO2 why aerogels shrink?,2019.0,61.0,5.0,Sol-gel,,TMOS,,,,,,,,MeOH,,H2O,,,,,,,NH4OH,,,,,,,,,,"TMOS, MeOH",,,,,,"MeOH, NH4OH, H2O",,,,,,Propylene Molds,,,,Ambient,,10,,Ambient,24,,,,MeOH,2,0.333333333,,"MeOH, Toluene",1,0.333333333,,Toluene,4,1.333333333,,Toluene,,1,,,,,,The fourth wash was actually soxhlet extraction,Supercritical Drying,CO2,14,,1.333333333,Liquid CO2,40,,2,CO2,,,,,,,,,,,CO2 was vented off for 6 hours,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,Yes,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,90.45,4.79,23.1,828.57,0.189,,,,,,,,,,,,,,218
24h Gelation Time-Xylene,Chandana Mandal et al.,,Experimental deconvolution of depressurization from capillary shrinkage during drying of silica wet-gels with SCF CO2 why aerogels shrink?,2019.0,61.0,5.0,Sol-gel,,TMOS,,,,,,,,MeOH,,H2O,,,,,,,NH4OH,,,,,,,,,,"TMOS, MeOH",,,,,,"MeOH, NH4OH, H2O",,,,,,Propylene Molds,,,,Ambient,,10,,Ambient,24,,,,MeOH,2,0.333333333,,"MeOH, Xylene",1,0.333333333,,Xylene,4,1.333333333,,Xylene,,1,,,,,,,Supercritical Drying,CO2,14,,1.333333333,Liquid CO2,40,,2,CO2,,,,,,,,,,,CO2 was vented off for 6 hours,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,Yes,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,89.87,4.63,22.21,834.22,0.194,,,,,,,,,,,,,,219
100 vol % TMEOS,Ana Stojanovic et al.,,"Ambient pressure drying of silica aerogels after hydrophobization with mono-, di- and tri-functional silanes and mixtures thereof",2019.0,48.0,9.0,Sol-gel,,PEDS,,,,,,,,EtOH,,H2O,,,,,,,NH3,5.5,,,TMEOS,,"EtOH, HCl",,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, EtOH, HCl",1,1,,,,,,,,,,,,,,,,,,Each modifying wash occurred under constant stirring at 10 turns per minute,Ambient Pressure Drying,,150,Ambient,3,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,3.8,15.4,867,0.105,,,,,,,,,,,,,,220
100 vol % TMEOS,Ana Stojanovic et al.,,"Ambient pressure drying of silica aerogels after hydrophobization with mono-, di- and tri-functional silanes and mixtures thereof",2019.0,48.0,9.0,Sol-gel,,PEDS,,,,,,,,EtOH,,H2O,,,,,,,NH3,5.5,,,TMEOS,,"EtOH, HCl",,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, EtOH, HCl",1,2,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,Ambient,3,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,3.6,16,850,0.108,,,,,,,,,,,,,,221
100 vol % TMEOS,Ana Stojanovic et al.,,"Ambient pressure drying of silica aerogels after hydrophobization with mono-, di- and tri-functional silanes and mixtures thereof",2019.0,48.0,9.0,Sol-gel,,PEDS,,,,,,,,EtOH,,H2O,,,,,,,NH3,5.5,,,TMEOS,,"EtOH, HCl",,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, EtOH, HCl",1,7,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,Ambient,3,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,3.1,14.5,833,0.099,,,,,,,,,,,,,,222
100 vol % DMDEOS,Ana Stojanovic et al.,,"Ambient pressure drying of silica aerogels after hydrophobization with mono-, di- and tri-functional silanes and mixtures thereof",2019.0,48.0,9.0,Sol-gel,,PEDS,,,,,,,,EtOH,,H2O,,,,,,,NH3,5.5,,,DMDEOS,,"EtOH, HCl",,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,,,65,24,,,,"DMDEOS, EtOH, HCl",1,1,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,Ambient,3,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,,0.8,8,334,0.724,,,,,,,,,,,,,,223
100 vol % DMDEOS,Ana Stojanovic et al.,,"Ambient pressure drying of silica aerogels after hydrophobization with mono-, di- and tri-functional silanes and mixtures thereof",2019.0,48.0,9.0,Sol-gel,,PEDS,,,,,,,,EtOH,,H2O,,,,,,,NH3,5.5,,,DMDEOS,,"EtOH, HCl",,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,,,65,24,,,,"DMDEOS, EtOH, HCl",1,2,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,Ambient,3,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,,0.7,9.3,254,0.644,,,,,,,,,,,,,,224
100 vol % DMDEOS,Ana Stojanovic et al.,,"Ambient pressure drying of silica aerogels after hydrophobization with mono-, di- and tri-functional silanes and mixtures thereof",2019.0,48.0,9.0,Sol-gel,,PEDS,,,,,,,,EtOH,,H2O,,,,,,,NH3,5.5,,,DMDEOS,,"EtOH, HCl",,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,,,65,24,,,,"DMDEOS, EtOH, HCl",1,7,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,Ambient,3,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,,1.4,11.4,440,0.442,,,,,,,,,,,,,,225
100 vol % MTES,Ana Stojanovic et al.,,"Ambient pressure drying of silica aerogels after hydrophobization with mono-, di- and tri-functional silanes and mixtures thereof",2019.0,48.0,9.0,Sol-gel,,PEDS,,,,,,,,EtOH,,H2O,,,,,,,NH3,5.5,,,MTES,,"EtOH, HCl",,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,,,65,24,,,,"MTES, EtOH, HCl",1,1,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,Ambient,3,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,,0.3,4.5,412,1.454,,,,,,,,,,,,,,226
