Final Material,Author,Title,Year,Cited References (#),Times Cited (#),Formation Method,Anna's Notes,Zr Precursor,Zr Precursor Concentration (M),Dopant,Dopant Concentration (M),Solvent 1,Solvent 1 Concentration (M),Solvent 2,Additional Solvents,Additional Precursors (non Zr),Modifier,Modifier Concentration (M),Surfactant,Surfactant Concentration (M),Gelation Agent,Gelation Agent (M),pH final sol,Gelation Temp (°C),Gelation Pressure (MPa),Gelation Time (mins),Aging Temp (°C),Aging Time (hrs),Wash Solvent 1,Wash Times 1 (#),Wash Duration 1 (days),Wash Temp 1 (°C),Wash Solvent 2,Wash Times 2 (#),Wash Duration 2 (days),Wash Temp 2 (°C),Wash Solvent 3,Wash Times 3 (#),Wash Duration 3 (days),Wash Temp 3 (°C),Wash Solvent 4,Wash Times 4 (#),Wash Duration 4 (days),Wash Temp 4 (°C),Gelation/Washing Notes,Drying Method,Drying Solvent,Drying Temp (°C),Drying Heating Rate (°C/min),Drying Pressure (MPa),Drying Time (hrs),Drying Atmosphere,Drying Temp 2 (°C),Drying Heating Rate 2 (°C/min),Drying Pressure 2 (MPa),Drying Time 2 (hrs),Drying Atmosphere 2,Drying Notes,Sintering Temp (°C),Sintering Time (min),Ramp Rate (°C/min),Sintering Atmosphere,Sintering Notes,SEM?,SEM Instrument,Why SEM?,SEM Column,Acceleration Voltage (kV),Emission Current (mA),TEM?,TEM Instrument,Why TEM?,AFM?,AFM Instrument,Why AFM?,AFM Sample PREP,N2 Adsorption-Desorption Isotherms?,N2 A-D Instrument,Why N2 A-D?,Analysis (°C),Analysis Pressure (psi),Degas (°C),Degas Time (min),Degas Gas,BET/BJH?,Why BET/BJH?,XPS?,XPS Instrument,XPS info,Why XPS?,XRD?,XRD Instrument,Radiation,Why XRD?,XRD 2θ Range (°),XRD Increment (°/step),XRD Rate (°/min),XRD Wavelength (Å),kV,mA,FT-IR?,FT-IR Instrument,Why FTIR?,Range (cm-1),Resolution                 (cm-1),Scans (#),TGA?,TGA Instrument,Why TGA?,TGA Temperature (°C),TGA Atmosphere,TGA Ramp Rate (°C/min),Density?,Density Instrument,Medium,Hardness?,Hardness Instrument,Load (N),Dwell Time (s),Electrical Conductivty?,Electrical Conductivity Instrument,Why Electrical Conductivity?,Small Angle Neutron Scattering (SANS)?,SANS Instrument,Why SANS?,SANS Wavelength (nm),SANS sample-to-detector distance (m),SANS Detector,Small-Angle X-ray Scattering (SAXS)?,SAXS Instrument,Why SAXS?,SAXS Voltage (kV),SAXS Power (W),Thermal Conductivity,Thermal Conductivity Instrument,TC Sinter Temp (°C),TC Sinter Time (hr),ICP?,ICP Instrument,Why ICP?,DLS,DLS Instrument,Why DLS?,Raman,Raman Instrument,Why Raman?,Laser,Spectral Resolution (cm-1),Spectra Recorded Between (cm-1),Porosity,Porosity (%),Pore Volume (cm3/g),Pore Size (nm),Nanoparticle Size (nm),Surface Area (m2/g),Density (g/cm3),Thermal Conductivity (W/mK),Crystalline Phase,Notes,Index
"Rare-earth Zirconate aerogel, Gd (GZA)",Torres-Rodriguez et al. ,"Rare-earth zirconate Ln2Zr2O7 (Ln: La, Nd, Gd, and Dy) powders, xerogels, and aerogels: preparation, structure, and properties",2019,58,1,sol-gel,,zirconium(IV) propoxide,0.36,gadolinium(III) nitrate hexahydrate,0.36,n-propanol,12.4,,,,,,,,nitric acid,0.4,,,,,,,,,,,"n-propanol, acetone",5,1,20,,,,,,,,,,supercritical Drying,carbon dioxide,45,,10,3,,,,,,,,1000,300,,,,Yes,"460L Verios (FEI, Czech Republic)",Microstructure,,,,No,,,,,,,Yes,"Autosorb iQ (Quantach- rome Instruments, Boynton Beach, FL, USA)","Surface area, micropore volume",,,180,720,Vacuum,"Yes, BET/BJH","Surface area, micropore volume",No,,,,Yes,"X-ray diffractometer (Rigaku, Japan)",Cu Kα,Crystal structure,20 - 65,0.02,0.1,1.5406,40,30,No,,,,,,"Yes, with DSC/MS",Netzsch STA 409c/CD,Mass loss with temperature change,20 - 1400,Synthetic air,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,"Yes, Non-polarized",Horiba T64000 Raman spectrometer equipped,,488 nm line of a Coherent Innova Spectrum 70C Ar+−Kr+ laser,0.6,,mesoporous,,1.53,36.5,70,168,,,"tetragonal, cubic",Exchange with acetone (initial liquid),277
"Rare-earth Zirconate aerogel, Dy (DZA)",Torres-Rodriguez et al. ,"Rare-earth zirconate Ln2Zr2O7 (Ln: La, Nd, Gd, and Dy) powders, xerogels, and aerogels: preparation, structure, and properties",2019,58,1,sol-gel,,zirconium(IV) propoxide,0.34,dysprosium(III) nitrate hydrate,0.34,n-propanol,12.4,,,,,,,,nitric acid,0.4,,,,,,,,,,,"n-propanol, acetone",5,1,20,,,,,,,,,,supercritical Drying,carbon dioxide,45,,10,3,,,,,,,,1000,300,,,,Yes,"460L Verios (FEI, Czech Republic)",Microstructure,,,,No,,,,,,,Yes,"Autosorb iQ (Quantach- rome Instruments, Boynton Beach, FL, USA)","Surface area, micropore volume",,,180,720,Vacuum,"Yes, BET/BJH","Surface area, micropore volume",No,,,,Yes,"X-ray diffractometer (Rigaku, Japan)",Cu Kα,Crystal structure,20 - 65,0.02,0.1,1.5406,40,30,No,,,,,,"Yes, with DSC/MS",Netzsch STA 409c/CD,Mass loss with temperature change,20 - 1400,Synthetic air,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,"Yes, Non-polarized",Horiba T64000 Raman spectrometer equipped,,488 nm line of a Coherent Innova Spectrum 70C Ar+−Kr+ laser,0.6,,mesoporous,,1.22,35.2,70,139,,,"tetragonal, cubic",Exchange with acetone (initial liquid),278
"Rare-earth Zirconate xerogel, La (LZX)",Torres-Rodriguez et al. ,"Rare-earth zirconate Ln2Zr2O7 (Ln: La, Nd, Gd, and Dy) powders, xerogels, and aerogels: preparation, structure, and properties",2019,58,1,sol-gel,,zirconium(IV) propoxide,0.4,lanthanum(III) nitrate hexahydrate,0.4,n-propanol,12.4,,,,,,,,nitric acid,0.4,,,,,,,,,,,,,,,,,,,,,,,,direct air drying,,20,,0.101,48,air,,,,,,,1000,300,,,,Yes,"460L Verios (FEI, Czech Republic)",Microstructure,,,,No,,,,,,,Yes,"Autosorb iQ (Quantach- rome Instruments, Boynton Beach, FL, USA)","Surface area, micropore volume",,,180,720,Vacuum,"Yes, BET/BJH","Surface area, micropore volume",No,,,,Yes,"X-ray diffractometer (Rigaku, Japan)",Cu Kα,Crystal structure,20 - 65,0.02,0.1,1.5406,40,30,No,,,,,,"Yes, with DSC/MS",Netzsch STA 409c/CD,Mass loss with temperature change,20 - 1400,Synthetic air,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,"Yes, Non-polarized",Horiba T64000 Raman spectrometer equipped,,489 nm line of a Coherent Innova Spectrum 70C Ar+−Kr+ laser,0.6,,mesoporous,,0.066,2.1,100,124,,,pyrochlore,Effect: drying method,279
"Rare-earth Zirconate xerogel, Nd (NZX)",Torres-Rodriguez et al. ,"Rare-earth zirconate Ln2Zr2O7 (Ln: La, Nd, Gd, and Dy) powders, xerogels, and aerogels: preparation, structure, and properties",2019,58,1,sol-gel,,zirconium(IV) propoxide,0.4,neodymium(III) nitrate hexahydrate,0.4,n-propanol,12.4,,,,,,,,nitric acid,0.4,,,,,,,,,,,,,,,,,,,,,,,,direct air drying,,20,,0.101,48,air,,,,,,,1000,300,,,,Yes,"460L Verios (FEI, Czech Republic)",Microstructure,,,,No,,,,,,,Yes,"Autosorb iQ (Quantach- rome Instruments, Boynton Beach, FL, USA)","Surface area, micropore volume",,,180,720,Vacuum,"Yes, BET/BJH","Surface area, micropore volume",No,,,,Yes,"X-ray diffractometer (Rigaku, Japan)",Cu Kα,Crystal structure,20 - 65,0.02,0.1,1.5406,40,30,No,,,,,,"Yes, with DSC/MS",Netzsch STA 409c/CD,Mass loss with temperature change,20 - 1400,Synthetic air,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,"Yes, Non-polarized",Horiba T64000 Raman spectrometer equipped,,489 nm line of a Coherent Innova Spectrum 70C Ar+−Kr+ laser,0.6,,mesoporous,,0.067,2.1,100,129,,,pyrochlore,Effect: drying method,280
"Rare-earth Zirconate xerogel, Gd (GZX)",Torres-Rodriguez et al. ,"Rare-earth zirconate Ln2Zr2O7 (Ln: La, Nd, Gd, and Dy) powders, xerogels, and aerogels: preparation, structure, and properties",2019,58,1,sol-gel,,zirconium(IV) propoxide,0.36,gadolinium(III) nitrate hexahydrate,0.36,n-propanol,12.4,,,,,,,,nitric acid,0.4,,,,,,,,,,,,,,,,,,,,,,,,direct air drying,,20,,0.101,48,air,,,,,,,1000,300,,,,Yes,"460L Verios (FEI, Czech Republic)",Microstructure,,,,No,,,,,,,Yes,"Autosorb iQ (Quantach- rome Instruments, Boynton Beach, FL, USA)","Surface area, micropore volume",,,180,720,Vacuum,"Yes, BET/BJH","Surface area, micropore volume",No,,,,Yes,"X-ray diffractometer (Rigaku, Japan)",Cu Kα,Crystal structure,20 - 65,0.02,0.1,1.5406,40,30,No,,,,,,"Yes, with DSC/MS",Netzsch STA 409c/CD,Mass loss with temperature change,20 - 1400,Synthetic air,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,"Yes, Non-polarized",Horiba T64000 Raman spectrometer equipped,,489 nm line of a Coherent Innova Spectrum 70C Ar+−Kr+ laser,0.6,,mesoporous,,0.051,2.4,100,85,,,"pyrochlore, fluorite",Effect: drying method,281
"Rare-earth Zirconate xerogel, Dy (DZX)",Torres-Rodriguez et al. ,"Rare-earth zirconate Ln2Zr2O7 (Ln: La, Nd, Gd, and Dy) powders, xerogels, and aerogels: preparation, structure, and properties",2019,58,1,sol-gel,,zirconium(IV) propoxide,0.34,dysprosium(III) nitrate hydrate,0.34,n-propanol,12.4,,,,,,,,nitric acid,0.4,,,,,,,,,,,,,,,,,,,,,,,,direct air drying,,20,,0.101,48,air,,,,,,,1000,300,,,,Yes,"460L Verios (FEI, Czech Republic)",Microstructure,,,,No,,,,,,,Yes,"Autosorb iQ (Quantach- rome Instruments, Boynton Beach, FL, USA)","Surface area, micropore volume",,,180,720,Vacuum,"Yes, BET/BJH","Surface area, micropore volume",No,,,,Yes,"X-ray diffractometer (Rigaku, Japan)",Cu Kα,Crystal structure,20 - 65,0.02,0.1,1.5406,40,30,No,,,,,,"Yes, with DSC/MS",Netzsch STA 409c/CD,Mass loss with temperature change,20 - 1400,Synthetic air,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,"Yes, Non-polarized",Horiba T64000 Raman spectrometer equipped,,489 nm line of a Coherent Innova Spectrum 70C Ar+−Kr+ laser,0.6,,mesoporous,,0.071,2,100,144,,,"pyrochlore, fluorite",Effect: drying method,282
"Rare-earth Zirconate powder, La (LZP)",Torres-Rodriguez et al. ,"Rare-earth zirconate Ln2Zr2O7 (Ln: La, Nd, Gd, and Dy) powders, xerogels, and aerogels: preparation, structure, and properties",2019,58,1,co-precipitation,,zirconyl chloride octahydrate,0.1,lanthanum(III) nitrate hexahydrate,0.1,,,water,,,,,,,ammonia,,11,,,,,,water,2,,,,,,,,,,,,,,,,oven drying,,120,,,12,,,,,,,,1000,300,,air,,Yes,"460L Verios (FEI, Czech Republic)",Microstructure,,,,No,,,,,,,Yes,"Autosorb iQ (Quantach- rome Instruments, Boynton Beach, FL, USA)","Surface area, micropore volume",,,180,720,Vacuum,"Yes, BET/BJH","Surface area, micropore volume",No,,,,Yes,"X-ray diffractometer (Rigaku, Japan)",Cu Kα,Crystal structure,20 - 65,0.02,0.1,1.5406,40,30,No,,,,,,"Yes, with DSC/MS",Netzsch STA 409c/CD,Mass loss with temperature change,20 - 1400,Synthetic air,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,"Yes, Non-polarized",Horiba T64000 Raman spectrometer equipped,,489 nm line of a Coherent Innova Spectrum 70C Ar+−Kr+ laser,0.6,,,,0.01,,,0.9,,,pyrochlore,,283
"Rare-earth Zirconate powder, Nd (NZP)",Torres-Rodriguez et al. ,"Rare-earth zirconate Ln2Zr2O7 (Ln: La, Nd, Gd, and Dy) powders, xerogels, and aerogels: preparation, structure, and properties",2019,58,1,co-precipitation,,zirconyl chloride octahydrate,0.1,neodymium(III) nitrate hexahydrate,0.1,,,water,,,,,,,ammonia,,11,,,,,,water,2,,,,,,,,,,,,,,,,oven drying,,120,,,12,,,,,,,,1000,300,,air,,Yes,"460L Verios (FEI, Czech Republic)",Microstructure,,,,No,,,,,,,Yes,"Autosorb iQ (Quantach- rome Instruments, Boynton Beach, FL, USA)","Surface area, micropore volume",,,180,720,Vacuum,"Yes, BET/BJH","Surface area, micropore volume",No,,,,Yes,"X-ray diffractometer (Rigaku, Japan)",Cu Kα,Crystal structure,20 - 65,0.02,0.1,1.5406,40,30,No,,,,,,"Yes, with DSC/MS",Netzsch STA 409c/CD,Mass loss with temperature change,20 - 1400,Synthetic air,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,"Yes, Non-polarized",Horiba T64000 Raman spectrometer equipped,,489 nm line of a Coherent Innova Spectrum 70C Ar+−Kr+ laser,0.6,,,,0.001,,,0.3,,,pyrochlore,,284
"Rare-earth Zirconate powder, Gd (GZP)",Torres-Rodriguez et al. ,"Rare-earth zirconate Ln2Zr2O7 (Ln: La, Nd, Gd, and Dy) powders, xerogels, and aerogels: preparation, structure, and properties",2019,58,1,co-precipitation,,zirconyl chloride octahydrate,0.1,gadolinium(III) nitrate hexahydrate,0.1,,,water,,,,,,,ammonia,,11,,,,,,water,2,,,,,,,,,,,,,,,,oven drying,,120,,,12,,,,,,,,1000,300,,air,,Yes,"460L Verios (FEI, Czech Republic)",Microstructure,,,,No,,,,,,,Yes,"Autosorb iQ (Quantach- rome Instruments, Boynton Beach, FL, USA)","Surface area, micropore volume",,,180,720,Vacuum,"Yes, BET/BJH","Surface area, micropore volume",No,,,,Yes,"X-ray diffractometer (Rigaku, Japan)",Cu Kα,Crystal structure,20 - 65,0.02,0.1,1.5406,40,30,No,,,,,,"Yes, with DSC/MS",Netzsch STA 409c/CD,Mass loss with temperature change,20 - 1400,Synthetic air,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,"Yes, Non-polarized",Horiba T64000 Raman spectrometer equipped,,489 nm line of a Coherent Innova Spectrum 70C Ar+−Kr+ laser,0.6,,,,0.001,,,0.3,,,fluorite,,285
"Rare-earth Zirconate powder, Dy (DZP)",Torres-Rodriguez et al. ,"Rare-earth zirconate Ln2Zr2O7 (Ln: La, Nd, Gd, and Dy) powders, xerogels, and aerogels: preparation, structure, and properties",2019,58,1,co-precipitation,,zirconyl chloride octahydrate,0.1,dysprosium(III) nitrate hydrate,0.1,,,water,,,,,,,ammonia,,11,,,,,,water,2,,,,,,,,,,,,,,,,oven drying,,120,,,12,,,,,,,,1000,300,,air,,Yes,"460L Verios (FEI, Czech Republic)",Microstructure,,,,No,,,,,,,Yes,"Autosorb iQ (Quantach- rome Instruments, Boynton Beach, FL, USA)","Surface area, micropore volume",,,180,720,Vacuum,"Yes, BET/BJH","Surface area, micropore volume",No,,,,Yes,"X-ray diffractometer (Rigaku, Japan)",Cu Kα,Crystal structure,20 - 65,0.02,0.1,1.5406,40,30,No,,,,,,"Yes, with DSC/MS",Netzsch STA 409c/CD,Mass loss with temperature change,20 - 1400,Synthetic air,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,"Yes, Non-polarized",Horiba T64000 Raman spectrometer equipped,,489 nm line of a Coherent Innova Spectrum 70C Ar+−Kr+ laser,0.6,,,,0.001,,,0.4,,,fluorite,,286
Zr aerogel dried @ 300C,Torres-Rodríguez et al. ,Heat treatment induced phase transformations in zirconia and yttria- stabilized zirconia monolithic aerogels,2019,44,2,sol-gel,,zirconium(IV) propoxide,0.275,,,water,0.825,n-propanol,acetone,,,,,,nitric acid,0.55,,20,,,,,n-propanol,1,1,20,acetone,6,1,20,,,,,,,,,,supercritical drying,carbon dioxide,80,,18,3,,,,,,,,300,180,10,,drying at 300; calcination at 500 and 1200,Yes,Hitachi S-4300,Morphology,,15-May,,No,,,No,,,,Yes,Quantachrome 2200e porosimeter,"Surface areas, pore size distribution",-195.8,,100,14 hr,,"Yes, BET/BJH","Surface areas, pore size distribution",No,,,,Yes,Empyrean; Panalytical,Cu Kα,Crystal phase,22 - 37,0.0263 (96 s/step),,1.54,40,45,No,,,,,,"Yes, with DSC",Netzsch STA 409c/CD apparatus.,,20 - 1300,Synthetic air,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,No,,,,,,mesoporous,,2.1,33,,255,,,amorphous,Effect: Y dopant; temperature of calcination,287
YSZ aerogel dried @ 300C,Torres-Rodríguez et al. ,Heat treatment induced phase transformations in zirconia and yttria- stabilized zirconia monolithic aerogels,2019,44,2,sol-gel,,zirconium(IV) propoxide,0.275,yttrium(III) nitrate hexahydrate,0.0385,water,0.825,n-propanol,acetone,,,,,,nitric acid,0.55,,20,,,,,n-propanol,1,1,20,acetone,6,1,20,,,,,,,,,,supercritical drying,carbon dioxide,80,,18,3,,,,,,,,300,180,10,,drying at 300; calcination at 500 and 1200,Yes,Hitachi S-4300,Morphology,,15-May,,No,,,No,,,,Yes,Quantachrome 2200e porosimeter,"Surface areas, pore size distribution",-195.8,,100,14 hr,,"Yes, BET/BJH","Surface areas, pore size distribution",No,,,,Yes,Empyrean; Panalytical,Cu Kα,Crystal phase,22 - 37,0.0263 (96 s/step),,1.54,40,45,No,,,,,,"Yes, with DSC",Netzsch STA 409c/CD apparatus.,,20 - 1300,Synthetic air,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,No,,,,,,mesoporous,,1.6,27,,243,,,amorphous,Effect: Y dopant; temperature of calcination,288
Zr aerogel @ 500C,Torres-Rodríguez et al. ,Heat treatment induced phase transformations in zirconia and yttria- stabilized zirconia monolithic aerogels,2019,44,2,sol-gel,,zirconium(IV) propoxide,0.275,,,water,0.825,n-propanol,acetone,,,,,,nitric acid,0.55,,20,,,,,n-propanol,1,1,20,acetone,6,1,20,,,,,,,,,,supercritical drying,carbon dioxide,80,,18,3,,,,,,,,500,120,10,,drying at 300; calcination at 500 and 1200,Yes,Hitachi S-4300,Morphology,,15-May,,No,,,No,,,,Yes,Quantachrome 2200e porosimeter,"Surface areas, pore size distribution",-195.8,,100,14 hr,,"Yes, BET/BJH","Surface areas, pore size distribution",No,,,,Yes,Empyrean; Panalytical,Cu Kα,Crystal phase,22 - 37,0.0263 (96 s/step),,1.54,40,45,No,,,,,,"Yes, with DSC",Netzsch STA 409c/CD apparatus.,,20 - 1300,Synthetic air,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,No,,,,,,mesoporous,,0.7,31,,87,,,"tetragonal, monoclinic",Effect: Y dopant; temperature of calcination,289
YSZ aerogel @ 500C,Torres-Rodríguez et al. ,Heat treatment induced phase transformations in zirconia and yttria- stabilized zirconia monolithic aerogels,2019,44,2,sol-gel,,zirconium(IV) propoxide,0.275,yttrium(III) nitrate hexahydrate,0.0385,water,0.825,n-propanol,acetone,,,,,,nitric acid,0.55,,20,,,,,n-propanol,1,1,20,acetone,6,1,20,,,,,,,,,,supercritical drying,carbon dioxide,80,,18,3,,,,,,,,500,120,10,,drying at 300; calcination at 500 and 1200,Yes,Hitachi S-4300,Morphology,,15-May,,No,,,No,,,,Yes,Quantachrome 2200e porosimeter,"Surface areas, pore size distribution",-195.8,,100,14 hr,,"Yes, BET/BJH","Surface areas, pore size distribution",No,,,,Yes,Empyrean; Panalytical,Cu Kα,Crystal phase,22 - 37,0.0263 (96 s/step),,1.54,40,45,No,,,,,,"Yes, with DSC",Netzsch STA 409c/CD apparatus.,,20 - 1300,Synthetic air,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,No,,,,,,mesoporous,,1.6,56,,114,,,tetragonal,Effect: Y dopant; temperature of calcination,290
Zr aerogel @ 1200C,Torres-Rodríguez et al. ,Heat treatment induced phase transformations in zirconia and yttria- stabilized zirconia monolithic aerogels,2019,44,2,sol-gel,,zirconium(IV) propoxide,0.275,,,water,0.825,n-propanol,acetone,,,,,,nitric acid,0.55,,20,,,,,n-propanol,1,1,20,acetone,6,1,20,,,,,,,,,,supercritical drying,carbon dioxide,80,,18,3,,,,,,,,1200,120,10,,drying at 300; calcination at 500 and 1200,Yes,Hitachi S-4300,Morphology,,15-May,,No,,,No,,,,Yes,Quantachrome 2200e porosimeter,"Surface areas, pore size distribution",-195.8,,100,14 hr,,"Yes, BET/BJH","Surface areas, pore size distribution",No,,,,Yes,Empyrean; Panalytical,Cu Kα,Crystal phase,22 - 37,0.0263 (96 s/step),,1.54,40,45,No,,,,,,"Yes, with DSC",Netzsch STA 409c/CD apparatus.,,20 - 1300,Synthetic air,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,No,,,,,,agglomeration,,,,45 - 52,,,,monoclinic,Effect: Y dopant; temperature of calcination,291
YSZ aerogel @ 1200C,Torres-Rodríguez et al. ,Heat treatment induced phase transformations in zirconia and yttria- stabilized zirconia monolithic aerogels,2019,44,2,sol-gel,,zirconium(IV) propoxide,0.275,yttrium(III) nitrate hexahydrate,0.0385,water,0.825,n-propanol,acetone,,,,,,nitric acid,0.55,,20,,,,,n-propanol,1,1,20,acetone,6,1,20,,,,,,,,,,supercritical drying,carbon dioxide,80,,18,3,,,,,,,,1200,120,10,,drying at 300; calcination at 500 and 1200,Yes,Hitachi S-4300,Morphology,,15-May,,No,,,No,,,,Yes,Quantachrome 2200e porosimeter,"Surface areas, pore size distribution",-195.8,,100,14 hr,,"Yes, BET/BJH","Surface areas, pore size distribution",No,,,,Yes,Empyrean; Panalytical,Cu Kα,Crystal phase,22 - 37,0.0263 (96 s/step),,1.54,40,45,No,,,,,,"Yes, with DSC",Netzsch STA 409c/CD apparatus.,,20 - 1300,Synthetic air,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,No,,,,,,agglomeration,,,,,,,,tetragonal,Effect: Y dopant; temperature of calcination,292
SiO2 modified ZSA aerogels,Wang et al.,Synthesis of crack-free monolithic ZrO2 aerogel modified by SiO2,2014,20,23,sol-gel,,zirconyl chloride octahydrate,0.5,,,ethanol,,water,"acetic acid, formamide",,tetraethoxysilane,,polyethylene glycol 600,0.05,propylene oxide,1.5,,,,,,,ethanol,4,0.5,,"ethanol, tetraethoxysilane",3,1,"30, 45, 60",ethanol,4,0.5,,,,,,TEOS soak modified gel with SiO2,supercritical drying,,260,,7.5,0.5,,,,,,,Drying at supercritical state,,,,,,Yes,TDCLS-4800 SEM (Hitachi),Morphology,,,,Yes,JEOL-200CX,Morphology,No,,,,No,,,,,,,,No,,No,,,,No,,,,,,,,,,Yes,IRPtrestige-21 FTIR Spectrometer,Chemical bonds,4000 - 400,4,40,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,Yes,Transient hot wire technique,50,,No,,,No ,,,No,,,,,,,,,,,,0.19,0.021,,,293
"YSZ aerogel, as-dried",Yoon et al.,Fabrication of yttria-stabilized zirconia aerogel for high-performance thermal barrier coating,2019,53,1,sol-gel,,zirconyl chloride octahydrate,,yttrium(III) nitrate hexahydrate,,ethanol,,,,,,,,,citric acid,,,20,0.101,,60,24,ethanol,3,0.33,,,,,,,,,,,,,,,supercritical drying,carbon dioxide,31.1,,7.29,72,,,,,,,Chamber heated up to 70C for 2 hr to reach supercritical state,,,,,as-dried,Yes,"FE-SEM, S4800, Hitachi, Japan","Morphologies, microstructure",,,,No,,,No,,,,No,,,,,,,,No,,No,,,,Yes,"Rigaku, Smartlab",,Crystallinity,,,,,,,No,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,Yes,,1000,2,No,,,No ,,,No,,,,,,mesoporous,,,20,,,,0.168 - 0.212,amorphous,,294
YSZ aerogel @ 500C,Yoon et al.,Fabrication of yttria-stabilized zirconia aerogel for high-performance thermal barrier coating,2019,53,1,sol-gel,,zirconyl chloride octahydrate,,yttrium(III) nitrate hexahydrate,,ethanol,,,,,,,,,citric acid,,,20,0.101,,60,24,ethanol,3,0.33,,,,,,,,,,,,,,,supercritical drying,carbon dioxide,31.1,,7.29,72,,,,,,,Chamber heated up to 70C for 2 hr to reach supercritical state,500,120,,,,Yes,"FE-SEM, S4800, Hitachi, Japan","Morphologies, microstructure",,,,No,,,No,,,,No,,,,,,,,No,,No,,,,Yes,"Rigaku, Smartlab",,Crystallinity,,,,,,,No,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,Yes,,1000,2,No,,,No ,,,No,,,,,,mesoporous,,,,,,,0.168 - 0.212,cubic,,295
YSZ aerogel @ 1000C,Yoon et al.,Fabrication of yttria-stabilized zirconia aerogel for high-performance thermal barrier coating,2019,53,1,sol-gel,,zirconyl chloride octahydrate,,yttrium(III) nitrate hexahydrate,,ethanol,,,,,,,,,citric acid,,,20,0.101,,60,24,ethanol,3,0.33,,,,,,,,,,,,,,,supercritical drying,carbon dioxide,31.1,,7.29,72,,,,,,,Chamber heated up to 70C for 2 hr to reach supercritical state,1000,120,,,,Yes,"FE-SEM, S4800, Hitachi, Japan","Morphologies, microstructure",,,,No,,,No,,,,No,,,,,,,,No,,No,,,,Yes,"Rigaku, Smartlab",,Crystallinity,,,,,,,No,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,Yes,,1000,2,No,,,No ,,,No,,,,,,mesoporous,,,,,,,0.212,,,296
"YSZ aerogel w/ 1 mL citric acid solution, as-dried",Zhang et al.,A facile citric acid assisted sol–gel method for preparing monolithic yttria-stabilized zirconia aerogel,2015,39,12,sol-gel,,zirconyl chloride octahydrate,0.46,yttrium(III) chloride hexahydrate,0.08,ethanol,,,,,,,,,citric acid,0.016,,60,,1200,,,ethanol,1,1,40,,,,,,,,,,,,,,supercritical drying,ethanol,260,,,1,,,,,,,,,,,,as-dried,Yes,HITACHI S-4800,Morphology,,,,Yes,Philips CM120,Morphology,No,,,,Yes,Quantachrome Instrument Corp,"Surface areas, pore size distribution",-196.15,,,,,"Yes, BET/BJH","Surface areas, pore size distribution",No,,,,Yes,"XRD-6000, Shimadzu",Cu Kα,Crystal phase,Oct-90,,4,1.5418,,,No,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,No,,,,,,mesoporous,,2.058,,,213,0.264,,amorphous,,297
"YSZ aerogel w/ 3 mL citric acid solution, as-dried",Zhang et al.,A facile citric acid assisted sol–gel method for preparing monolithic yttria-stabilized zirconia aerogel,2015,39,12,sol-gel,,zirconyl chloride octahydrate,0.46,yttrium(III) chloride hexahydrate,0.08,ethanol,,,,,,,,,citric acid,0.048,,60,,30,,,ethanol,1,1,40,,,,,,,,,,,,,,supercritical drying,,260,,,1,,,,,,,,,,,,as-dried,Yes,HITACHI S-4800,Morphology,,,,Yes,Philips CM120,Morphology,No,,,,Yes,Quantachrome Instrument Corp,"Surface areas, pore size distribution",-196.15,,,,,"Yes, BET/BJH","Surface areas, pore size distribution",No,,,,Yes,"XRD-6000, Shimadzu",Cu Kα,Crystal phase,Oct-90,,4,1.5418,,,No,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,No,,,,,,mesoporous,,1.688,,,225,0.222,,amorphous,,298
