,Formation Method,Si Precursor,Si Precursor Concentration (M),Additional Si Co-Precursor(s),Si Co-Precursor Concentration (M),Hybrid Aerogel Co-Precursor,Co-Precursor Concentration (M),Dopant,Dopant Concentration (M),Solvent 1,Solvent 1 Concentration (M),Solvent 2,Solvent 2 Concentration (M),Additional Solvents,Acid Catalyst,Acid Catalyst Initial Concentration (M),Acid Catalyst concentration in Sol(M),Base Catalyst,Base Catalyst Initial Concentration(M),Base Catalyst concentration in Sol (M),Hydrolysis Time (hr),Modifier,Modifier Concentration (M),Modifier Solvent,Modifier Solvent (M),Molar Ratio (Modifier/Modifier Solvent),Volume % of Modifier in Solvent,Volume Ratio (Modifier/Modifier Solvent/Additional Solvents),Surfactant,Surfactant Concentration (M),Sol 1,Sol 1 Stir rate (rpm),Sol 1 Stir Time (min),Sol 1 Standing time (hr),Sol 1 Temp (°C),pH Sol 1,Sol 2,Sol 2 Stir rate (rpm),Combined Sol Stir Time (min),Combined Sol 2 Standing time (hr),Sol 2 Temp (°C),pH Sol 2,Gelation Agent,pH final sol,Gelation Temp (°C),Gelation Pressure (MPa),Gelation Time (mins),Aging Conditions,Aging Temp (°C),Aging Time (hrs),Aging Conditions 2,Aging Temp 2 (°C),Aging Time 2 (hrs),Wash Solvent 1,Wash Times 1 (#),Wash Duration 1 (days),Wash Temp 1 (°C),Wash Solvent 2,Wash Times 2 (#),Wash Duration 2 (days),Wash Temp 2 (°C),Wash Solvent 3,Wash Times 3 (#),Wash Duration 3 (days),Wash Temp 3 (°C),Wash Solvent 4,Wash Times 4 (#),Wash Duration 4 (days),Wash Temp 4 (°C),Wash Solvent 5,Wash Times 5 (#),Wash Duration 5 (days),Wash Temp 5 (°C),Drying Method,Drying Solvent,Drying Temp (°C),Drying Pressure (MPa),Drying Time (hrs),Drying Method 2,Drying Temp 2 (°C),Drying Pressure 2 (MPa),Drying Time 2 (hrs),Drying Atmosphere 2,Drying Method 3,Drying Temp 3 (°C),Drying Time 3 (hrs),Drying Atmosphere 3,Drying Pressure 3 (MPa),Drying Temp 4 (°C),Drying Time 4 (hrs),Drying Pressure 4 (MPa),Drying Temp 5 (°C),Drying Time 5 (hrs),Drying Pressure 5 (MPa),Sintering Temp (°C),Sintering Time (min),Ramp Rate (°C/min),Porosity,Porosity (%),Pore Volume (cm3/g),Average Pore Diameter (nm),Surface Area (m2/g),Bulk Density (g/cm3),Young Modulus (MPa),Thermal Conductivity (W/mK),Crystalline Phase,Average Pore Size (nm),Nanoparticle Size (nm)
209,Sol-gel,TMOS,0.09,,,,,,,MeOH,,H2O,2.438,,,,,NH4OH,,,,,,,,,,,,,"TMOS, MeOH",,,,,,"MeOH, NH4OH, H2O",,,,,,,,20,,10,,20,2,,,,MeOH,2,0.333333333333333,,Acetone,4,1.33333333333333,,,,,,,,,,,,,,Supercritical Drying,CO2,14,,1.33333333333333,Liquid CO2,40,,2,CO2,,,,,,,,,,,,,,,Mesoporous,91.08,5.2,28.8,722.83,0.175,,,,,
210,Sol-gel,TMOS,0.094,,,,,,,MeOH,,H2O,2.547,,,,,NH4OH,,,,,,,,,,,,,"TMOS, MeOH",,,,,,"MeOH, NH4OH, H2O",,,,,,,,20,,10,,20,2,,,,MeOH,2,0.333333333333333,,"MeOH, Toluene",1,0.333333333333333,,Toluene,4,1.33333333333333,,Toluene,,1,,,,,,Supercritical Drying,CO2,14,,1.33333333333333,Liquid CO2,40,,2,CO2,,,,,,,,,,,,,,,Mesoporous,90.57,4.95,22.99,860.96,0.183,,,,,
211,Sol-gel,TMOS,0.094,,,,,,,MeOH,,H2O,2.531,,,,,NH4OH,,,,,,,,,,,,,"TMOS, MeOH",,,,,,"MeOH, NH4OH, H2O",,,,,,,,20,,10,,20,2,,,,MeOH,2,0.333333333333333,,"MeOH, Xylene",1,0.333333333333333,,Xylene,4,1.33333333333333,,Xylene,,1,,,,,,Supercritical Drying,CO2,14,,1.33333333333333,Liquid CO2,40,,2,CO2,,,,,,,,,,,,,,,Mesoporous,90.56,4.98,22.75,874.99,0.182,,,,,
212,Sol-gel,TMOS,,,,,,,,MeOH,,H2O,,,,,,NH4OH,,,,,,,,,,,,,"TMOS, MeOH",,,,,,"MeOH, NH4OH, H2O",,,,,,,,20,,10,,20,4,,,,MeOH,2,0.333333333333333,,Acetone,4,1.33333333333333,,,,,,,,,,,,,,Supercritical Drying,CO2,14,,1.33333333333333,Liquid CO2,40,,2,CO2,,,,,,,,,,,,,,,,,,,,,,,,,
213,Sol-gel,TMOS,,,,,,,,MeOH,,H2O,,,,,,NH4OH,,,,,,,,,,,,,"TMOS, MeOH",,,,,,"MeOH, NH4OH, H2O",,,,,,,,20,,10,,20,8,,,,MeOH,2,0.333333333333333,,Acetone,4,1.33333333333333,,,,,,,,,,,,,,Supercritical Drying,CO2,14,,1.33333333333333,Liquid CO2,40,,2,CO2,,,,,,,,,,,,,,,,,,,,,,,,,
214,Sol-gel,TMOS,,,,,,,,MeOH,,H2O,,,,,,NH4OH,,,,,,,,,,,,,"TMOS, MeOH",,,,,,"MeOH, NH4OH, H2O",,,,,,,,20,,10,,20,12,,,,MeOH,2,0.333333333333333,,Acetone,4,1.33333333333333,,,,,,,,,,,,,,Supercritical Drying,CO2,14,,1.33333333333333,Liquid CO2,40,,2,CO2,,,,,,,,,,,,,,,,,,,,,,,,,
215,Sol-gel,TMOS,,,,,,,,MeOH,,H2O,,,,,,NH4OH,,,,,,,,,,,,,"TMOS, MeOH",,,,,,"MeOH, NH4OH, H2O",,,,,,,,20,,10,,20,16,,,,MeOH,2,0.333333333333333,,Acetone,4,1.33333333333333,,,,,,,,,,,,,,Supercritical Drying,CO2,14,,1.33333333333333,Liquid CO2,40,,2,CO2,,,,,,,,,,,,,,,,,,,,,,,,,
216,Sol-gel,TMOS,,,,,,,,MeOH,,H2O,,,,,,NH4OH,,,,,,,,,,,,,"TMOS, MeOH",,,,,,"MeOH, NH4OH, H2O",,,,,,,,20,,10,,20,20,,,,MeOH,2,0.333333333333333,,Acetone,4,1.33333333333333,,,,,,,,,,,,,,Supercritical Drying,CO2,14,,1.33333333333333,Liquid CO2,40,,2,CO2,,,,,,,,,,,,,,,,,,,,,,,,,
217,Sol-gel,TMOS,0.097,,,,,,,MeOH,,H2O,2.605,,,,,NH4OH,,,,,,,,,,,,,"TMOS, MeOH",,,,,,"MeOH, NH4OH, H2O",,,,,,,,20,,10,,20,24,,,,MeOH,2,0.333333333333333,,Acetone,4,1.33333333333333,,,,,,,,,,,,,,Supercritical Drying,CO2,14,,1.33333333333333,Liquid CO2,40,,2,CO2,,,,,,,,,,,,,,,Mesoporous,90.77,4.85,23.51,825.74,0.187,,,,,
218,Sol-gel,TMOS,0.098,,,,,,,MeOH,,H2O,2.629,,,,,NH4OH,,,,,,,,,,,,,"TMOS, MeOH",,,,,,"MeOH, NH4OH, H2O",,,,,,,,20,,10,,20,24,,,,MeOH,2,0.333333333333333,,"MeOH, Toluene",1,0.333333333333333,,Toluene,4,1.33333333333333,,Toluene,,1,,,,,,Supercritical Drying,CO2,14,,1.33333333333333,Liquid CO2,40,,2,CO2,,,,,,,,,,,,,,,Mesoporous,90.45,4.79,23.1,828.57,0.189,,,,,
219,Sol-gel,TMOS,0.1,,,,,,,MeOH,,H2O,2.702,,,,,NH4OH,,,,,,,,,,,,,"TMOS, MeOH",,,,,,"MeOH, NH4OH, H2O",,,,,,,,20,,10,,20,24,,,,MeOH,2,0.333333333333333,,"MeOH, Xylene",1,0.333333333333333,,Xylene,4,1.33333333333333,,Xylene,,1,,,,,,Supercritical Drying,CO2,14,,1.33333333333333,Liquid CO2,40,,2,CO2,,,,,,,,,,,,,,,Mesoporous,89.87,4.63,22.21,834.22,0.194,,,,,
220,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,TMEOS,,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, EtOH, HCl",1,1,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,Mesoporous,,3.8,15.4,867,0.105,,,,,
221,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,TMEOS,,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, EtOH, HCl",1,2,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,Mesoporous,,3.6,16,850,0.108,,,,,
222,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,TMEOS,,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, EtOH, HCl",1,7,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,Mesoporous,,3.1,14.5,833,0.099,,,,,
223,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,DMDEOS,,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"DMDEOS, EtOH, HCl",1,1,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,0.8,8,334,0.724,,,,,
224,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,DMDEOS,,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"DMDEOS, EtOH, HCl",1,2,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,0.7,9.3,254,0.644,,,,,
225,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,DMDEOS,,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"DMDEOS, EtOH, HCl",1,7,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,1.4,11.4,440,0.442,,,,,
226,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,MTES,,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"MTES, EtOH, HCl",1,1,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,0.3,4.5,412,1.454,,,,,
227,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,MTES,,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"MTES, EtOH, HCl",1,2,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,,,,1.279,,,,,
228,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,MTES,,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"MTES, EtOH, HCl",1,7,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,,,,1.231,,,,,
229,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, MTES",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, MTES, EtOH, HCl",1,1,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,2.9,13.8,819,0.105,,,,,
230,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, MTES",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, MTES, EtOH, HCl",1,2,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,,,,0.113,,,,,
231,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, DMDEOS",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, DMDEOS, EtOH, HCl",1,1,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,3,14.3,816,0.115,,,,,
232,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, DMDEOS",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, DMDEOS, EtOH, HCl",1,2,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,,,,0.127,,,,,
233,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, DMDEOS, MTES",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, DMDEOS, MTES, EtOH, HCl",1,1,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,3.4,14.5,836,0.112,,,,,
234,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, DMDEOS, MTES",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, DMDEOS, MTES, EtOH, HCl",1,2,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,,,,0.108,,,,,
235,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, MTES",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, MTES, EtOH, HCl",1,1,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,3.8,16.2,824,0.116,,,,,
236,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, MTES",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, MTES, EtOH, HCl",1,2,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,,,,0.144,,,,,
237,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, DMDEOS",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, DMDEOS, EtOH, HCl",1,1,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,3.6,16.2,735,0.115,,,,,
238,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, DMDEOS",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, DMDEOS, EtOH, HCl",1,2,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,
239,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, DMDEOS, MTES",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, DMDEOS, MTES, EtOH, HCl",1,1,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,3.3,15.6,809,0.123,,,,,
240,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, DMDEOS, MTES",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, DMDEOS, MTES, EtOH, HCl",1,2,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,3.4,15.5,818,0.122,,,,,
241,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, MTES",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, MTES, EtOH, HCl",1,1,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,3.5,16.4,819,0.133,,,,,
242,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, MTES",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, MTES, EtOH, HCl",1,2,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,,,,0.113,,,,,
243,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, MTES",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, MTES, EtOH, HCl",1,7,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,,,,0.114,,,,,
244,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, DMDEOS",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, DMDEOS, EtOH, HCl",1,1,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,3.5,15.9,813,0.141,,,,,
245,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, DMDEOS",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, DMDEOS, EtOH, HCl",1,2,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,3.6,17.4,746,0.21,,,,,
246,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, DMDEOS",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, DMDEOS, EtOH, HCl",1,7,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,3.3,15.7,731,0.234,,,,,
247,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, MTES",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, MTES, EtOH, HCl",1,1,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,1.7,6.9,591,,,,,,
248,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, MTES",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, MTES, EtOH, HCl",1,2,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,2.3,12.4,684,0.328,,,,,
249,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, MTES",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, MTES, EtOH, HCl",1,7,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,2.8,15.8,653,0.324,,,,,
250,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, DMDEOS",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, DMDEOS, EtOH, HCl",1,1,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,3,14.3,760,0.303,,,,,
251,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, DMDEOS",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, DMDEOS, EtOH, HCl",1,2,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,3.7,17.2,818,0.128,,,,,
252,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, DMDEOS",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, DMDEOS, EtOH, HCl",1,7,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,2.8,15.8,653,0.114,,,,,
253,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, DMDEOS, MTES",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, DMDEOS, MTES, EtOH, HCl",1,1,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,2.8,13.6,766,0.306,,,,,
254,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, DMDEOS, MTES",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, DMDEOS, MTES, EtOH, HCl",1,2,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,3.2,14.6,792,0.242,,,,,
255,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, DMDEOS, MTES",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, DMDEOS, MTES, EtOH, HCl",1,7,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,3.6,17.6,778,0.141,,,,,
256,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, DMDEOS, MTES",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, DMDEOS, MTES, EtOH, HCl",1,1,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,2.8,13.6,766,0.374,,,,,
257,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, DMDEOS, MTES",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, DMDEOS, MTES, EtOH, HCl",1,2,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,,,,0.243,,,,,
258,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, DMDEOS, MTES",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, DMDEOS, MTES, EtOH, HCl",1,7,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,3.2,16.5,724,0.256,,,,,
259,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, DMDEOS, MTES",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, DMDEOS, MTES, EtOH, HCl",1,1,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,,,,0.386,,,,,
260,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, DMDEOS, MTES",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, DMDEOS, MTES, EtOH, HCl",1,2,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,2,10.8,654,0.355,,,,,
261,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, DMDEOS, MTES",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, DMDEOS, MTES, EtOH, HCl",1,1,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,1.2,8.5,503,0.548,,,,,
262,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, DMDEOS, MTES",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, DMDEOS, MTES, EtOH, HCl",1,2,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,,,,0.482,,,,,
263,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, DMDEOS, MTES",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, DMDEOS, MTES, EtOH, HCl",1,1,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,,,,0.617,,,,,
264,Sol-gel,PEDS,,,,,,,,EtOH,,H2O,,,,,,NH3,5.5,,,"TMEOS, DMDEOS, MTES",,"EtOH, HCl",,,,,,,"PEDS, EtOH, H2O, NH3",,,,,,,,,,,,,,,,,,65,24,,,,"TMEOS, DMDEOS, MTES, EtOH, HCl",1,2,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,150,0.101325,3,,,,,,,,,,,,,,,,,,,,,,,,,0.57,,,,,
